village_code,province_code,province_name,city_code,city_name,district_code,district_name,village_name,postal_code,postal_code_candidate,candidate_status,candidate_sources,postal_code_diskominfo,postal_code_open_data_jabar,postal_code_kodepos_dev,postal_candidates,verification_status,confidence,review_required,selected_reason,administrative_resolution_applied,former_village_code,source_village_codes,source_ids,source_rows,snapshot
32.08.19.2010,32,JAWA BARAT,32.08,KAB. KUNINGAN,32.08.19,PASAWAHAN,PADAMATANG,45559,,,,45559,45559,45559,45559,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.08.19.2010;open_data_jabar:32.08.19.2010;kodepos_dev:32.08.19.2010,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:2768;open_data_jabar:20421;kodepos_dev:2768,2026-08-11
32.08.20.2001,32,JAWA BARAT,32.08,KAB. KUNINGAN,32.08.20,NUSAHERANG,HAURKUNING,45563,,,,45563,45563,45563,45563,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.08.20.2001;open_data_jabar:32.08.20.2001;kodepos_dev:32.08.20.2001,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:2769;open_data_jabar:20422;kodepos_dev:2769,2026-08-11
32.08.20.2002,32,JAWA BARAT,32.08,KAB. KUNINGAN,32.08.20,NUSAHERANG,KERTAYUGA,45563,,,,45563,45563,45563,45563,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.08.20.2002;open_data_jabar:32.08.20.2002;kodepos_dev:32.08.20.2002,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:2770;open_data_jabar:20423;kodepos_dev:2770,2026-08-11
32.08.20.2003,32,JAWA BARAT,32.08,KAB. KUNINGAN,32.08.20,NUSAHERANG,WINDUSARI,45563,,,,45563,45563,45563,45563,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.08.20.2003;open_data_jabar:32.08.20.2003;kodepos_dev:32.08.20.2003,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:2771;open_data_jabar:20424;kodepos_dev:2771,2026-08-11
32.08.20.2004,32,JAWA BARAT,32.08,KAB. KUNINGAN,32.08.20,NUSAHERANG,NUSAHERANG,45563,,,,45563,45563,45563,45563,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.08.20.2004;open_data_jabar:32.08.20.2004;kodepos_dev:32.08.20.2004,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:2772;open_data_jabar:20426;kodepos_dev:2772,2026-08-11
32.08.20.2005,32,JAWA BARAT,32.08,KAB. KUNINGAN,32.08.20,NUSAHERANG,JAMBAR,45563,,,,45563,45563,45563,45563,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.08.20.2005;open_data_jabar:32.08.20.2005;kodepos_dev:32.08.20.2005,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:2773;open_data_jabar:20427;kodepos_dev:2773,2026-08-11
32.08.20.2006,32,JAWA BARAT,32.08,KAB. KUNINGAN,32.08.20,NUSAHERANG,CIKADU,45563,,,,45563,45563,45563,45563,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.08.20.2006;open_data_jabar:32.08.20.2006;kodepos_dev:32.08.20.2006,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:2774;open_data_jabar:20428;kodepos_dev:2774,2026-08-11
32.08.20.2007,32,JAWA BARAT,32.08,KAB. KUNINGAN,32.08.20,NUSAHERANG,KERTAWIRAMA,45563,,,,45563,45563,45563,45563,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.08.20.2007;open_data_jabar:32.08.20.2007;kodepos_dev:32.08.20.2007,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:2775;open_data_jabar:20429;kodepos_dev:2775,2026-08-11
32.08.20.2008,32,JAWA BARAT,32.08,KAB. KUNINGAN,32.08.20,NUSAHERANG,CIASIH,45563,,,,45563,45563,45563,45563,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.08.20.2008;open_data_jabar:32.08.20.2008;kodepos_dev:32.08.20.2008,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:2776;open_data_jabar:20430;kodepos_dev:2776,2026-08-11
32.08.21.2001,32,JAWA BARAT,32.08,KAB. KUNINGAN,32.08.21,CIPICUNG,MUNCANGELA,45592,,,,45592,45592,45592,45592,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.08.21.2001;open_data_jabar:32.08.21.2001;kodepos_dev:32.08.21.2001,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:2777;open_data_jabar:20431;kodepos_dev:2777,2026-08-11
32.08.21.2002,32,JAWA BARAT,32.08,KAB. KUNINGAN,32.08.21,CIPICUNG,KAROYA,45592,,,,45592,45592,45592,45592,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.08.21.2002;open_data_jabar:32.08.21.2002;kodepos_dev:32.08.21.2002,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:2778;open_data_jabar:20432;kodepos_dev:2778,2026-08-11
32.08.21.2003,32,JAWA BARAT,32.08,KAB. KUNINGAN,32.08.21,CIPICUNG,SUSUKAN,45592,,,,45592,45592,45592,45592,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.08.21.2003;open_data_jabar:32.08.21.2003;kodepos_dev:32.08.21.2003,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:2779;open_data_jabar:20433;kodepos_dev:2779,2026-08-11
32.08.21.2004,32,JAWA BARAT,32.08,KAB. KUNINGAN,32.08.21,CIPICUNG,CIMARANTEN,45592,,,,45592,45592,45592,45592,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.08.21.2004;open_data_jabar:32.08.21.2004;kodepos_dev:32.08.21.2004,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:2780;open_data_jabar:20434;kodepos_dev:2780,2026-08-11
32.08.21.2005,32,JAWA BARAT,32.08,KAB. KUNINGAN,32.08.21,CIPICUNG,CIPICUNG,45592,,,,45592,45592,45592,45592,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.08.21.2005;open_data_jabar:32.08.21.2005;kodepos_dev:32.08.21.2005,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:2781;open_data_jabar:20435;kodepos_dev:2781,2026-08-11
32.08.21.2006,32,JAWA BARAT,32.08,KAB. KUNINGAN,32.08.21,CIPICUNG,PAMULIHAN,45592,,,,45592,45592,45592,45592,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.08.21.2006;open_data_jabar:32.08.21.2006;kodepos_dev:32.08.21.2006,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:2782;open_data_jabar:20437;kodepos_dev:2782,2026-08-11
32.08.21.2007,32,JAWA BARAT,32.08,KAB. KUNINGAN,32.08.21,CIPICUNG,SALAREUMA,45592,,,,45592,45592,45592,45592,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.08.21.2007;open_data_jabar:32.08.21.2007;kodepos_dev:32.08.21.2007,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:2783;open_data_jabar:20438;kodepos_dev:2783,2026-08-11
32.08.21.2008,32,JAWA BARAT,32.08,KAB. KUNINGAN,32.08.21,CIPICUNG,SUGANANGAN,45592,,,,45592,45592,45592,45592,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.08.21.2008;open_data_jabar:32.08.21.2008;kodepos_dev:32.08.21.2008,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:2784;open_data_jabar:20439;kodepos_dev:2784,2026-08-11
32.08.21.2009,32,JAWA BARAT,32.08,KAB. KUNINGAN,32.08.21,CIPICUNG,SUKAMUKTI,45592,,,,45592,45592,45592,45592,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.08.21.2009;open_data_jabar:32.08.21.2009;kodepos_dev:32.08.21.2009,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:2785;open_data_jabar:20440;kodepos_dev:2785,2026-08-11
32.08.22.2001,32,JAWA BARAT,32.08,KAB. KUNINGAN,32.08.22,PANCALANG,SILEBU,45557,,,,45557,45557,45557,45557,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.08.22.2001;open_data_jabar:32.08.22.2001;kodepos_dev:32.08.22.2001,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:2787;open_data_jabar:20442;kodepos_dev:2787,2026-08-11
32.08.22.2002,32,JAWA BARAT,32.08,KAB. KUNINGAN,32.08.22,PANCALANG,PATALAGAN,45557,,,,45557,45557,45557,45557,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.08.22.2002;open_data_jabar:32.08.22.2002;kodepos_dev:32.08.22.2002,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:2788;open_data_jabar:20443;kodepos_dev:2788,2026-08-11
32.08.22.2003,32,JAWA BARAT,32.08,KAB. KUNINGAN,32.08.22,PANCALANG,KAHIYANGAN,45557,,,,45557,45557,45557,45557,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.08.22.2003;open_data_jabar:32.08.22.2003;kodepos_dev:32.08.22.2003,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:2789;open_data_jabar:20444;kodepos_dev:2789,2026-08-11
32.08.22.2004,32,JAWA BARAT,32.08,KAB. KUNINGAN,32.08.22,PANCALANG,TAJURBUNTU,45557,,,,45557,45557,45557,45557,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.08.22.2004;open_data_jabar:32.08.22.2004;kodepos_dev:32.08.22.2004,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:2790;open_data_jabar:20445;kodepos_dev:2790,2026-08-11
32.08.22.2005,32,JAWA BARAT,32.08,KAB. KUNINGAN,32.08.22,PANCALANG,PANCALANG,45557,,,,45557,45557,45557,45557,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.08.22.2005;open_data_jabar:32.08.22.2005;kodepos_dev:32.08.22.2005,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:2791;open_data_jabar:20446;kodepos_dev:2791,2026-08-11
32.08.22.2006,32,JAWA BARAT,32.08,KAB. KUNINGAN,32.08.22,PANCALANG,SUMBAKELING,45557,,,,45557,45557,45557,45557,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.08.22.2006;open_data_jabar:32.08.22.2006;kodepos_dev:32.08.22.2006,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:2792;open_data_jabar:20449;kodepos_dev:2792,2026-08-11
32.08.22.2007,32,JAWA BARAT,32.08,KAB. KUNINGAN,32.08.22,PANCALANG,SAREWU,45557,,,,45557,45557,45557,45557,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.08.22.2007;open_data_jabar:32.08.22.2007;kodepos_dev:32.08.22.2007,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:2793;open_data_jabar:20450;kodepos_dev:2793,2026-08-11
32.08.22.2008,32,JAWA BARAT,32.08,KAB. KUNINGAN,32.08.22,PANCALANG,SINDANGKEMPENG,45557,,,,45557,45557,45557,45557,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.08.22.2008;open_data_jabar:32.08.22.2008;kodepos_dev:32.08.22.2008,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:2794;open_data_jabar:20451;kodepos_dev:2794,2026-08-11
32.08.22.2009,32,JAWA BARAT,32.08,KAB. KUNINGAN,32.08.22,PANCALANG,RAJAWETAN,45557,,,,45557,45557,45557,45557,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.08.22.2009;open_data_jabar:32.08.22.2009;kodepos_dev:32.08.22.2009,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:2795;open_data_jabar:20452;kodepos_dev:2795,2026-08-11
32.08.22.2010,32,JAWA BARAT,32.08,KAB. KUNINGAN,32.08.22,PANCALANG,TENJOLAYAR,45557,,,,45557,45557,45557,45557,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.08.22.2010;open_data_jabar:32.08.22.2010;kodepos_dev:32.08.22.2010,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:2796;open_data_jabar:20453;kodepos_dev:2796,2026-08-11
32.08.22.2011,32,JAWA BARAT,32.08,KAB. KUNINGAN,32.08.22,PANCALANG,MEKARJAYA,45557,,,,45557,45557,45557,45557,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.08.22.2011;open_data_jabar:32.08.22.2011;kodepos_dev:32.08.22.2011,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:2797;open_data_jabar:20454;kodepos_dev:2797,2026-08-11
32.08.22.2012,32,JAWA BARAT,32.08,KAB. KUNINGAN,32.08.22,PANCALANG,TARIKOLOT,45557,,,,45557,45557,45557,45557,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.08.22.2012;open_data_jabar:32.08.22.2012;kodepos_dev:32.08.22.2012,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:2798;open_data_jabar:20455;kodepos_dev:2798,2026-08-11
32.08.22.2013,32,JAWA BARAT,32.08,KAB. KUNINGAN,32.08.22,PANCALANG,DANALAMPAH,45557,,,,45557,45557,45557,45557,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.08.22.2013;open_data_jabar:32.08.22.2013;kodepos_dev:32.08.22.2013,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:2799;open_data_jabar:20456;kodepos_dev:2799,2026-08-11
32.08.23.2001,32,JAWA BARAT,32.08,KAB. KUNINGAN,32.08.23,JAPARA,GARATENGAH,45555,,,,45555,45555,45555,45555,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.08.23.2001;open_data_jabar:32.08.23.2001;kodepos_dev:32.08.23.2001,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:2800;open_data_jabar:20457;kodepos_dev:2800,2026-08-11
32.08.23.2002,32,JAWA BARAT,32.08,KAB. KUNINGAN,32.08.23,JAPARA,RAJADANU,45555,,,,45555,45555,45555,45555,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.08.23.2002;open_data_jabar:32.08.23.2002;kodepos_dev:32.08.23.2002,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:2801;open_data_jabar:20458;kodepos_dev:2801,2026-08-11
32.08.23.2003,32,JAWA BARAT,32.08,KAB. KUNINGAN,32.08.23,JAPARA,SINGKUP,45555,,,,45555,45555,45555,45555,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.08.23.2003;open_data_jabar:32.08.23.2003;kodepos_dev:32.08.23.2003,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:2802;open_data_jabar:20460;kodepos_dev:2802,2026-08-11
32.08.23.2004,32,JAWA BARAT,32.08,KAB. KUNINGAN,32.08.23,JAPARA,JAPARA,45555,,,,45555,45555,45555,45555,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.08.23.2004;open_data_jabar:32.08.23.2004;kodepos_dev:32.08.23.2004,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:2803;open_data_jabar:20461;kodepos_dev:2803,2026-08-11
32.08.23.2005,32,JAWA BARAT,32.08,KAB. KUNINGAN,32.08.23,JAPARA,WANO,45555,,,,45555,45555,45555,45555,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.08.23.2005;open_data_jabar:32.08.23.2005;kodepos_dev:32.08.23.2005,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:2804;open_data_jabar:20462;kodepos_dev:2804,2026-08-11
32.08.23.2006,32,JAWA BARAT,32.08,KAB. KUNINGAN,32.08.23,JAPARA,CITAPEN,45555,,,,45555,45555,45555,45555,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.08.23.2006;open_data_jabar:32.08.23.2006;kodepos_dev:32.08.23.2006,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:2805;open_data_jabar:20463;kodepos_dev:2805,2026-08-11
32.08.23.2007,32,JAWA BARAT,32.08,KAB. KUNINGAN,32.08.23,JAPARA,CENGAL,45555,,,,45555,45555,45555,45555,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.08.23.2007;open_data_jabar:32.08.23.2007;kodepos_dev:32.08.23.2007,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:2806;open_data_jabar:20464;kodepos_dev:2806,2026-08-11
32.08.23.2008,32,JAWA BARAT,32.08,KAB. KUNINGAN,32.08.23,JAPARA,CIKELENG,45555,,,,45555,45555,45555,45555,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.08.23.2008;open_data_jabar:32.08.23.2008;kodepos_dev:32.08.23.2008,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:2807;open_data_jabar:20465;kodepos_dev:2807,2026-08-11
32.08.23.2009,32,JAWA BARAT,32.08,KAB. KUNINGAN,32.08.23,JAPARA,KALIMATI,45555,,,,45555,45555,45555,45555,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.08.23.2009;open_data_jabar:32.08.23.2009;kodepos_dev:32.08.23.2009,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:2808;open_data_jabar:20466;kodepos_dev:2808,2026-08-11
32.08.23.2010,32,JAWA BARAT,32.08,KAB. KUNINGAN,32.08.23,JAPARA,DUKUHDALEM,45555,,,,45555,45555,45555,45555,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.08.23.2010;open_data_jabar:32.08.23.2010;kodepos_dev:32.08.23.2010,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:2809;open_data_jabar:20467;kodepos_dev:2809,2026-08-11
32.08.24.2003,32,JAWA BARAT,32.08,KAB. KUNINGAN,32.08.24,CIMAHI,CILEUYA,45582,,,,45582,45582,45582,45582,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.08.24.2003;open_data_jabar:32.08.24.2003;kodepos_dev:32.08.24.2003,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:2810;open_data_jabar:20468;kodepos_dev:2810,2026-08-11
32.08.24.2004,32,JAWA BARAT,32.08,KAB. KUNINGAN,32.08.24,CIMAHI,MARGAMUKTI,45582,,,,45582,45582,45582,45582,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.08.24.2004;open_data_jabar:32.08.24.2004;kodepos_dev:32.08.24.2004,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:2811;open_data_jabar:20469;kodepos_dev:2811,2026-08-11
32.08.24.2005,32,JAWA BARAT,32.08,KAB. KUNINGAN,32.08.24,CIMAHI,GUNUNGSARI,45582,,,,45582,45582,45582,45582,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.08.24.2005;open_data_jabar:32.08.24.2005;kodepos_dev:32.08.24.2005,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:2812;open_data_jabar:20471;kodepos_dev:2812,2026-08-11
32.08.24.2006,32,JAWA BARAT,32.08,KAB. KUNINGAN,32.08.24,CIMAHI,CIMAHI,45582,,,,45582,45582,45582,45582,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.08.24.2006;open_data_jabar:32.08.24.2006;kodepos_dev:32.08.24.2006,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:2813;open_data_jabar:20472;kodepos_dev:2813,2026-08-11
32.08.24.2007,32,JAWA BARAT,32.08,KAB. KUNINGAN,32.08.24,CIMAHI,KANANGA,45582,,,,45582,45582,45582,45582,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.08.24.2007;open_data_jabar:32.08.24.2007;kodepos_dev:32.08.24.2007,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:2814;open_data_jabar:20473;kodepos_dev:2814,2026-08-11
32.08.24.2008,32,JAWA BARAT,32.08,KAB. KUNINGAN,32.08.24,CIMAHI,CIKEUSAL,45582,,,,45582,45582,45582,45582,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.08.24.2008;open_data_jabar:32.08.24.2008;kodepos_dev:32.08.24.2008,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:2815;open_data_jabar:20474;kodepos_dev:2815,2026-08-11
32.08.24.2009,32,JAWA BARAT,32.08,KAB. KUNINGAN,32.08.24,CIMAHI,MEKARJAYA,45582,,,,45582,45582,45582,45582,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.08.24.2009;open_data_jabar:32.08.24.2009;kodepos_dev:32.08.24.2009,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:2816;open_data_jabar:20475;kodepos_dev:2816,2026-08-11
32.08.24.2010,32,JAWA BARAT,32.08,KAB. KUNINGAN,32.08.24,CIMAHI,SUKAJAYA,45582,,,,45582,45582,45582,45582,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.08.24.2010;open_data_jabar:32.08.24.2010;kodepos_dev:32.08.24.2010,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:2817;open_data_jabar:20476;kodepos_dev:2817,2026-08-11
32.08.24.2011,32,JAWA BARAT,32.08,KAB. KUNINGAN,32.08.24,CIMAHI,MULYAJAYA,45582,,,,45582,45582,45582,45582,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.08.24.2011;open_data_jabar:32.08.24.2011;kodepos_dev:32.08.24.2011,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:2818;open_data_jabar:20477;kodepos_dev:2818,2026-08-11
32.08.24.2012,32,JAWA BARAT,32.08,KAB. KUNINGAN,32.08.24,CIMAHI,CIMULYA,45582,,,,45582,45582,45582,45582,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.08.24.2012;open_data_jabar:32.08.24.2012;kodepos_dev:32.08.24.2012,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:2819;open_data_jabar:20478;kodepos_dev:2819,2026-08-11
32.08.25.2001,32,JAWA BARAT,32.08,KAB. KUNINGAN,32.08.25,CILEBAK,LEGOKHERANG,45585,,,,45585,45585,45585,45585,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.08.25.2001;open_data_jabar:32.08.25.2001;kodepos_dev:32.08.25.2001,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:2820;open_data_jabar:20479;kodepos_dev:2820,2026-08-11
32.08.25.2002,32,JAWA BARAT,32.08,KAB. KUNINGAN,32.08.25,CILEBAK,BUNGURBERES,45585,,,,45585,45585,45585,45585,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.08.25.2002;open_data_jabar:32.08.25.2002;kodepos_dev:32.08.25.2002,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:2821;open_data_jabar:20480;kodepos_dev:2821,2026-08-11
32.08.25.2003,32,JAWA BARAT,32.08,KAB. KUNINGAN,32.08.25,CILEBAK,CILEBAK,45585,,,,45585,45585,45585,45585,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.08.25.2003;open_data_jabar:32.08.25.2003;kodepos_dev:32.08.25.2003,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:2822;open_data_jabar:20482;kodepos_dev:2822,2026-08-11
32.08.25.2004,32,JAWA BARAT,32.08,KAB. KUNINGAN,32.08.25,CILEBAK,JALATRANG,45585,,,,45585,45585,45585,45585,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.08.25.2004;open_data_jabar:32.08.25.2004;kodepos_dev:32.08.25.2004,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:2823;open_data_jabar:20483;kodepos_dev:2823,2026-08-11
32.08.25.2005,32,JAWA BARAT,32.08,KAB. KUNINGAN,32.08.25,CILEBAK,PATALA,45585,,,,45585,45585,45585,45585,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.08.25.2005;open_data_jabar:32.08.25.2005;kodepos_dev:32.08.25.2005,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:2824;open_data_jabar:20484;kodepos_dev:2824,2026-08-11
32.08.25.2006,32,JAWA BARAT,32.08,KAB. KUNINGAN,32.08.25,CILEBAK,MADAPAJAYA,45585,,,,45585,45585,45585,45585,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.08.25.2006;open_data_jabar:32.08.25.2006;kodepos_dev:32.08.25.2006,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:2825;open_data_jabar:20485;kodepos_dev:2825,2026-08-11
