village_code,api_village_name,diskominfo_village_name,odj_village_name,api_postal_code,diskominfo_postal_code,odj_postal_code,diskominfo_vs_open_data_jabar,api_vs_diskominfo,api_vs_odj,comparison_status,postal_review_required,name_difference,note
32.02.03.2004,Sukamaju,SUKAMAJU,SUKAMAJU,43365,43391,43365,different,different,match,api_matches_odj,yes,no,
32.02.07.2001,Lengkong,LENGKONG,LENGKONG,43174,43374,43174,different,different,match,api_matches_odj,yes,no,
32.02.07.2002,Cilangkap,CILANGKAP,CILANGKAP,43174,43374,43174,different,different,match,api_matches_odj,yes,no,
32.02.07.2003,Tegallega,TEGALLEGA,TEGALLEGA,43174,43374,43174,different,different,match,api_matches_odj,yes,no,
32.02.07.2004,Neglasari,NEGLASARI,NEGLASARI,43174,43374,43174,different,different,match,api_matches_odj,yes,no,
32.02.07.2005,Langkapjaya,LANGKAPJAYA,LANGKAPJAYA,43174,43374,43174,different,different,match,api_matches_odj,yes,no,
32.02.08.2001,Jampangtengah (Jampang Tengah),JAMPANGTENGAH,JAMPANGTENGAH,43171,43371,43171,different,different,match,api_matches_odj,yes,yes,
32.02.08.2002,Padabeunghar,PADABEUNGHAR,PADABEUNGHAR,43171,43371,43171,different,different,match,api_matches_odj,yes,no,
32.02.08.2003,Bantarpanjang,BANTARPANJANG,BANTARPANJANG,43171,43371,43171,different,different,match,api_matches_odj,yes,no,
32.02.08.2004,Bojongjengkol (Bojong Jengkol),BOJONGJENGKOL,BOJONGJENGKOL,43171,43371,43171,different,different,match,api_matches_odj,yes,yes,
32.02.08.2005,Nangerang,NANGERANG,NANGERANG,43171,43371,43171,different,different,match,api_matches_odj,yes,no,
32.02.08.2006,Tanjungsari,TANJUNGSARI,TANJUNGSARI,43171,43371,43171,different,different,match,api_matches_odj,yes,no,
32.02.08.2007,Sindangresmi,SINDANGRESMI,SINDANGRESMI,43171,43371,43171,different,different,match,api_matches_odj,yes,no,
32.02.08.2008,Panumbangan,PANUMBANGAN,PANUMBANGAN,43171,43371,43171,different,different,match,api_matches_odj,yes,no,
32.02.08.2009,Cijulang,CIJULANG,CIJULANG,43171,43371,43171,different,different,match,api_matches_odj,yes,no,
32.02.08.2010,Bantaragung (Bantar Agung),BANTARAGUNG,BANTARAGUNG,43171,43371,43171,different,different,match,api_matches_odj,yes,yes,
32.02.08.2011,Bojongtipar,BOJONGTIPAR,BOJONGTIPAR,43171,43371,43171,different,different,match,api_matches_odj,yes,no,
32.02.10.2001,Cikembar,CIKEMBAR,CIKEMBAR,43157,43347,43157,different,different,match,api_matches_odj,yes,no,
32.02.10.2002,Parakanlima,PARAKANLIMA,PARAKANLIMA,43157,43347,43157,different,different,match,api_matches_odj,yes,no,
32.02.10.2003,Bojong,BOJONG,BOJONG,43157,43347,43157,different,different,match,api_matches_odj,yes,no,
32.02.10.2004,Cimanggu,CIMANGGU,CIMANGGU,43157,43347,43157,different,different,match,api_matches_odj,yes,no,
32.02.10.2005,Bojongkembar,BOJONGKEMBAR,BOJONGKEMBAR,43157,43347,43157,different,different,match,api_matches_odj,yes,no,
32.02.10.2006,Sukamaju,SUKAMAJU,SUKAMAJU,43157,43347,43157,different,different,match,api_matches_odj,yes,no,
32.02.10.2007,Cibatu,CIBATU,CIBATU,43157,43347,43157,different,different,match,api_matches_odj,yes,no,
32.02.10.2008,Kertaraharja,KERTARAHARJA,KERTARAHARJA,43157,43347,43157,different,different,match,api_matches_odj,yes,no,
32.02.10.2009,Sukamulya,SUKAMULYA,SUKAMULYA,43157,43347,43157,different,different,match,api_matches_odj,yes,no,
32.02.10.2010,Bojongraharja,BOJONGRAHARJA,BOJONGRAHARJA,43157,43347,43157,different,different,match,api_matches_odj,yes,no,
32.02.11.1001,Cibadak,CIBADAK,CIBADAK,43351,43351,42357,different,match,different,api_matches_diskominfo,yes,no,
32.02.11.2005,Neglasari,NEGLASARI,NEGLASARI,43351,43376,43351,different,different,match,api_matches_odj,yes,no,
32.02.11.2007,Tenjojaya,TENJOJAYA,TENJOJAYA,43351,43373,43351,different,different,match,api_matches_odj,yes,no,
32.02.12.2001,Kalaparea,KALAPAREA,KALAPAREA,43352,43342,43356,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.02.12.2002,Pawenang,PAWENANG,PAWENANG,43352,43342,43356,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.02.12.2010,Babakan Panjang,BABAKAN PANJANG,BABAKAN PANJANG,43352,43163,43356,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.02.12.2011,Darmareja,DARMAREJA,DARMAREJA,43352,43342,43356,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.02.12.2012,Cihanyawar,CIHANYAWAR,CIHANYAWAR,43352,43342,43356,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.02.12.2014,Girijaya,GIRIJAYA,GIRIJAYA,43352,43342,43356,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.02.14.2004,Cipanengah,CIPANENGAH,CIPANENGAH,43353,43378,43353,different,different,match,api_matches_odj,yes,no,
32.02.16.2006,Cisaat,CISAAT,CISAAT,43359,43342,43359,different,different,match,api_matches_odj,yes,no,
32.02.16.2008,Caringin,CARINGIN,CARINGIN,43359,43397,43359,different,different,match,api_matches_odj,yes,no,
32.02.16.2011,Mekarsari,MEKARSARI,MEKARSARI,43359,43396,43359,different,different,match,api_matches_odj,yes,no,
32.02.16.2012,Bangbayang,BANGBAYANG,BANGBAYANG,43359,43287,43359,different,different,match,api_matches_odj,yes,no,
32.02.17.2001,Pondokaso Tonggoh (Pondok Kaso Tonggoh),PONDOKASO TONGGOH,PONDOKASO TONGGOH,43358,43372,43358,different,different,match,api_matches_odj,yes,yes,
32.02.17.2002,Babakanpari (Babakan Pari),BABAKANPARI,BABAKANPARI,43358,43372,43358,different,different,match,api_matches_odj,yes,yes,
32.02.17.2003,Pondokaso Tengah (Pondok Kaso Tengah),PONDOKASO TENGAH,PONDOKASO TENGAH,43358,43372,43358,different,different,match,api_matches_odj,yes,yes,
32.02.17.2004,Cidahu,CIDAHU,CIDAHU,43358,43372,45595,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.02.17.2005,Tangkil,TANGKIL,TANGKIL,43358,43372,43358,different,different,match,api_matches_odj,yes,no,
32.02.17.2006,Jayabakti,JAYABAKTI,JAYABAKTI,43358,43372,43358,different,different,match,api_matches_odj,yes,no,
32.02.17.2007,Girijaya,GIRIJAYA,GIRIJAYA,43358,43372,43358,different,different,match,api_matches_odj,yes,no,
32.02.17.2008,Pasirdoton,PASIRDOTON,PASIRDOTON,43358,43372,43358,different,different,match,api_matches_odj,yes,no,
32.02.20.2001,Waluran,WALURAN,WALURAN,43175,43375,43175,different,different,match,api_matches_odj,yes,no,
32.02.20.2002,Sukamukti,SUKAMUKTI,SUKAMUKTI,43175,43375,43175,different,different,match,api_matches_odj,yes,no,
32.02.20.2003,Caringinnunggal (Caringin Nunggal),CARINGINNUNGGAL,CARINGINNUNGGAL,43175,43375,43175,different,different,match,api_matches_odj,yes,yes,
32.02.20.2004,Mekarmukti (Mekar Mukti),MEKARMUKTI,MEKARMUKTI,43175,43375,43175,different,different,match,api_matches_odj,yes,yes,
32.02.20.2005,Mangunjaya,MANGUNJAYA,MANGUNJAYA,43175,43363,43375,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.02.20.2006,Waluran Mandiri,WALURAN MANDIRI,WALURAN MANDIRI,43175,43375,43175,different,different,match,api_matches_odj,yes,no,
32.02.21.1001,Jampangkulon (Jampang Kulon),JAMPANGKULON,JAMPANGKULON,43170,43378,43178,different,different,different,api_differs_available_sources,yes,yes,API postal code differs from every available source postal code.
32.02.21.2002,Bojonggenteng (Bojong Genteng),BOJONGGENTENG,BOJONGGENTENG,43170,43378,43178,different,different,different,api_differs_available_sources,yes,yes,API postal code differs from every available source postal code.
32.02.21.2003,Cikarang,CIKARANG,CIKARANG,43170,43378,43178,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.02.21.2005,Bojongsari,BOJONGSARI,BOJONGSARI,43170,43378,43178,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.02.21.2007,Nagraksari,NAGRAKSARI,NAGRAKSARI,43170,43378,43178,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.02.21.2008,Mekarjaya,MEKARJAYA,MEKARJAYA,43170,43378,43178,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.02.21.2009,Tanjung,TANJUNG,TANJUNG,43170,43378,43178,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.02.21.2011,Ciparay,CIPARAY,CIPARAY,43170,43378,43178,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.02.21.2013,Padajaya,PADAJAYA,PADAJAYA,43170,43378,43178,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.02.21.2014,Karanganyar,KARANGANYAR,KARANGANYAR,43170,43378,43178,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.02.21.2016,Cikaranggeusan,CIKARANGGEUSAN,CIKARANGGEUSAN,43170,43378,43178,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.02.22.2001,Ciemas,CIEMAS,CIEMAS,43177,43377,43177,different,different,match,api_matches_odj,yes,no,
32.02.22.2002,Cibenda,CIBENDA,CIBENDA,43177,43377,43177,different,different,match,api_matches_odj,yes,no,
32.02.22.2003,Ciwaru,CIWARU,CIWARU,43177,43377,43177,different,different,match,api_matches_odj,yes,no,
32.02.22.2004,Mekarjaya,MEKARJAYA,MEKARJAYA,43177,43378,43177,different,different,match,api_matches_odj,yes,no,
32.02.22.2005,Girimukti,GIRIMUKTI,GIRIMUKTI,43177,43377,43177,different,different,match,api_matches_odj,yes,no,
32.02.22.2006,Tamanjaya,TAMANJAYA,TAMANJAYA,43177,43377,43177,different,different,match,api_matches_odj,yes,no,
32.02.22.2007,Mandrajaya,MANDRAJAYA,MANDRAJAYA,43177,43377,43177,different,different,match,api_matches_odj,yes,no,
32.02.22.2008,Sidamulya,SIDAMULYA,SIDAMULYA,43177,43347,43377,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.02.22.2009,Mekarsakti,MEKARSAKTI,MEKARSAKTI,43177,43377,43177,different,different,match,api_matches_odj,yes,no,
32.02.23.2001,Kalibunder,KALIBUNDER,KALIBUNDER,43185,43341,43185,different,different,match,api_matches_odj,yes,no,
32.02.23.2002,Bojong,BOJONG,BOJONG,43185,43347,43185,different,different,match,api_matches_odj,yes,no,
32.02.23.2003,Cimahpar,CIMAHPAR,CIMAHPAR,43185,43341,43185,different,different,match,api_matches_odj,yes,no,
32.02.23.2004,Sekarsari,SEKARSARI,SEKARSARI,43185,43341,43185,different,different,match,api_matches_odj,yes,no,
32.02.23.2005,Sukaluyu,SUKALUYU,SUKALUYU,43185,,43185,open_data_jabar_only,source_postal_missing,match,api_matches_odj,yes,no,
32.02.23.2006,Balekambang,BALEKAMBANG,BALEKAMBANG,43185,43356,43185,different,different,match,api_matches_odj,yes,no,
32.02.23.2007,Mekarwangi,MEKARWANGI,MEKARWANGI,43185,43261,43385,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.02.24.2001,Jagamukti,JAGAMUKTI,JAGAMUKTI,43179,43379,43179,different,different,match,api_matches_odj,yes,no,
32.02.24.2002,Citanglar,CITANGLAR,CITANGLAR,43179,43379,43179,different,different,match,api_matches_odj,yes,no,
32.02.24.2003,Wanasari,WANASARI,WANASARI,43179,43379,43179,different,different,match,api_matches_odj,yes,no,
32.02.24.2005,Sirnasari,SIRNASARI,SIRNASARI,43179,43373,43179,different,different,match,api_matches_odj,yes,no,
32.02.24.2006,Kadaleman,KADALEMAN,KADALEMAN,43179,43379,43179,different,different,match,api_matches_odj,yes,no,
32.02.24.2007,Gunungsungging (Gunung Sungging),GUNUNGSUNGGING,GUNUNGSUNGGING,43179,43379,43179,different,different,match,api_matches_odj,yes,yes,
32.02.24.2008,Cipeundeuy,CIPEUNDEUY,CIPEUNDEUY,43179,43379,43179,different,different,match,api_matches_odj,yes,no,
32.02.24.2009,Pasiripis,PASIRIPIS,PASIRIPIS,43179,43379,43179,different,different,match,api_matches_odj,yes,no,
32.02.24.2010,Buniwangi,BUNIWANGI,BUNIWANGI,43179,43379,43179,different,different,match,api_matches_odj,yes,no,
32.02.24.2011,Sukatani,SUKATANI,SUKATANI,43179,43379,43179,different,different,match,api_matches_odj,yes,no,
32.02.24.2012,Kademangan,KADEMANGAN,KADEMANGAN,43179,43379,43179,different,different,match,api_matches_odj,yes,no,
32.02.25.2001,Talagamurni,TALAGAMURNI,TALAGAMURNI,43172,43372,43172,different,different,match,api_matches_odj,yes,no,
32.02.25.2002,Banyumurni,BANYUMURNI,BANYUMURNI,43172,43372,43172,different,different,match,api_matches_odj,yes,no,
32.02.25.2003,Cibitung,CIBITUNG,CIBITUNG,43172,43372,43172,different,different,match,api_matches_odj,yes,no,
32.02.25.2004,Cidahu,CIDAHU,CIDAHU,43172,43372,43172,different,different,match,api_matches_odj,yes,no,
32.02.25.2005,Cibodas,CIBODAS,CIBODAS,43172,43372,43172,different,different,match,api_matches_odj,yes,no,
32.02.25.2006,Banyuwangi,BANYUWANGI,BANYUWANGI,43172,43372,43172,different,different,match,api_matches_odj,yes,no,
32.02.26.2001,Ciracap,CIRACAP,CIRACAP,43176,43376,43176,different,different,match,api_matches_odj,yes,no,
32.02.26.2002,Cikangkung,CIKANGKUNG,CIKANGKUNG,43176,43376,43176,different,different,match,api_matches_odj,yes,no,
32.02.26.2003,Gunungbatu,GUNUNGBATU,GUNUNGBATU,43176,43376,43176,different,different,match,api_matches_odj,yes,no,
32.02.26.2004,Purwasedar,PURWASEDAR,PURWASEDAR,43176,43376,43176,different,different,match,api_matches_odj,yes,no,
32.02.26.2005,Pasirpanjang,PASIRPANJANG,PASIRPANJANG,43176,43376,43176,different,different,match,api_matches_odj,yes,no,
32.02.26.2006,Mekarsari,MEKARSARI,MEKARSARI,43176,43396,43176,different,different,match,api_matches_odj,yes,no,
32.02.28.2001,Cicantayan,CICANTAYAN,CICANTAYAN,43155,43345,43155,different,different,match,api_matches_odj,yes,no,
32.02.28.2002,Lembursawah,LEMBURSAWAH,LEMBURSAWAH,43155,43345,43155,different,different,match,api_matches_odj,yes,no,
32.02.28.2003,Cijalingan,CIJALINGAN,CIJALINGAN,43155,43345,43155,different,different,match,api_matches_odj,yes,no,
32.02.28.2004,Cisande,CISANDE,CISANDE,43155,43345,43155,different,different,match,api_matches_odj,yes,no,
32.02.28.2005,Cimahi,CIMAHI,CIMAHI,43155,43345,43155,different,different,match,api_matches_odj,yes,no,
32.02.28.2006,Hegarmanah,HEGARMANAH,HEGARMANAH,43155,43381,43155,different,different,match,api_matches_odj,yes,no,
32.02.28.2007,Sikadamai (Sukadamai),SIKADAMAI,SIKADAMAI,43155,43345,43155,different,different,match,api_matches_odj,yes,yes,
32.02.28.2008,Cimanggis,CIMANGGIS,CIMANGGIS,43155,43345,43155,different,different,match,api_matches_odj,yes,no,
32.02.29.2001,Gunungjaya,GUNUNGJAYA,GUNUNGJAYA,43152,43342,43152,different,different,match,api_matches_odj,yes,no,
32.02.29.2002,Sukasari,SUKASARI,SUKASARI,43134,43342,43134,different,different,match,api_matches_odj,yes,no,
32.02.29.2003,Sukamanah,SUKAMANAH,SUKAMANAH,43152,43342,43152,different,different,match,api_matches_odj,yes,no,
32.02.29.2004,Cisaat,CISAAT,CISAAT,43152,43342,43152,different,different,match,api_matches_odj,yes,no,
32.02.29.2005,Nagrak,NAGRAK,NAGRAK,43132,43342,43132,different,different,match,api_matches_odj,yes,no,
32.02.29.2006,Babakan,BABAKAN,BABAKAN,43152,43342,43152,different,different,match,api_matches_odj,yes,no,
32.02.29.2007,Sukamantri,SUKAMANTRI,SUKAMANTRI,43152,43342,43152,different,different,match,api_matches_odj,yes,no,
32.02.29.2008,Cibatu,CIBATU,CIBATU,43152,43342,43152,different,different,match,api_matches_odj,yes,no,
32.02.29.2009,Selajambe,SELAJAMBE,SELAJAMBE,43152,43342,43152,different,different,match,api_matches_odj,yes,no,
32.02.29.2010,Padaasih,PADAASIH,PADAASIH,43152,43342,43152,different,different,match,api_matches_odj,yes,no,
32.02.29.2011,Cibolang Kaler,CIBOLANG KALER,CIBOLANG KALER,43152,43342,43152,different,different,match,api_matches_odj,yes,no,
32.02.29.2012,Kutasirna,KUTASIRNA,KUTASIRNA,43152,43342,43152,different,different,match,api_matches_odj,yes,no,
32.02.29.2013,Sukaresmi,SUKARESMI,SUKARESMI,43152,43342,43152,different,different,match,api_matches_odj,yes,no,
32.02.30.2001,Kadudampit,KADUDAMPIT,KADUDAMPIT,43153,43343,43153,different,different,match,api_matches_odj,yes,no,
32.02.30.2002,Citamiang,CITAMIANG,CITAMIANG,43153,43343,43153,different,different,match,api_matches_odj,yes,no,
32.02.30.2003,Muaradua,MUARADUA,MUARADUA,43153,43343,43153,different,different,match,api_matches_odj,yes,no,
32.02.30.2004,Gedepangrango (Gede Pangrango),GEDEPANGRANGO,GEDEPANGRANGO,43153,43343,43153,different,different,match,api_matches_odj,yes,yes,
32.02.30.2005,Sukamanis,SUKAMANIS,SUKAMANIS,43153,43343,43153,different,different,match,api_matches_odj,yes,no,
32.02.30.2006,Undrusbinangun (Undrus Binangun),UNDRUSBINANGUN,UNDRUSBINANGUN,43153,43343,43153,different,different,match,api_matches_odj,yes,yes,
32.02.30.2007,Cipetir,CIPETIR,CIPETIR,43153,43343,43153,different,different,match,api_matches_odj,yes,no,
32.02.30.2008,Sukamaju,SUKAMAJU,SUKAMAJU,43153,43343,43153,different,different,match,api_matches_odj,yes,no,
32.02.30.2009,Cikahuripan,CIKAHURIPAN,CIKAHURIPAN,43153,43366,43153,different,different,match,api_matches_odj,yes,no,
32.02.31.2001,Caringin Wetan,CARINGIN WETAN,CARINGIN WETAN,43154,43397,43154,different,different,match,api_matches_odj,yes,no,
32.02.31.2002,Sukamulya,SUKAMULYA,SUKAMULYA,43154,43347,43154,different,different,match,api_matches_odj,yes,no,
32.02.31.2003,Caringin Kulon,CARINGIN KULON,CARINGIN KULON,43154,43397,43154,different,different,match,api_matches_odj,yes,no,
32.02.31.2004,Seuseupan,SEUSEUPAN,SEUSEUPAN,43154,43397,43154,different,different,match,api_matches_odj,yes,no,
32.02.31.2005,Cijengkol,CIJENGKOL,CIJENGKOL,43154,43397,43154,different,different,match,api_matches_odj,yes,no,
32.02.31.2006,Mekarjaya,MEKARJAYA,MEKARJAYA,43154,43378,43154,different,different,match,api_matches_odj,yes,no,
32.02.31.2007,Talaga,TALAGA,TALAGA,43154,43344,43154,different,different,match,api_matches_odj,yes,no,
32.02.31.2008,Cikembang,CIKEMBANG,CIKEMBANG,43154,43397,43154,different,different,match,api_matches_odj,yes,no,
32.02.31.2009,Pasir Datar Indah,PASIR DATAR INDAH,PASIR DATAR INDAH,43154,43397,43344,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.02.32.2001,Parungseah,PARUNGSEAH,PARUNGSEAH,43151,43341,43151,different,different,match,api_matches_odj,yes,no,
32.02.32.2002,Sundajayagirang (Sundajaya Girang),SUNDAJAYAGIRANG,SUDAJAYAGIRANG,43151,43341,43151,different,different,match,api_matches_odj,yes,yes,
32.02.32.2003,Karawang,KARAWANG,KARAWANG,43151,43341,43151,different,different,match,api_matches_odj,yes,no,
32.02.32.2004,Warnasari,WARNASARI,WARNASARI,43151,43341,43151,different,different,match,api_matches_odj,yes,no,
32.02.32.2005,Sukajaya,SUKAJAYA,SUKAJAYA,43151,43341,43151,different,different,match,api_matches_odj,yes,no,
32.02.33.2001,Pasirhalang,PASIRHALANG,PASIRHALANG,43192,43392,43192,different,different,match,api_matches_odj,yes,no,
32.02.33.2004,Sukaraja,SUKARAJA,SUKARAJA,43192,43392,38877,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.02.33.2005,Limbangan,LIMBANGAN,LIMBANGAN,43192,43392,43192,different,different,match,api_matches_odj,yes,no,
32.02.33.2006,Cisarua,CISARUA,CISARUA,43192,43392,43192,different,different,match,api_matches_odj,yes,no,
32.02.33.2007,Sukamekar,SUKAMEKAR,SUKAMEKAR,43192,43392,43192,different,different,match,api_matches_odj,yes,no,
32.02.33.2008,Selawangi,SELAWANGI,SELAWANGI,43192,43392,43192,different,different,match,api_matches_odj,yes,no,
32.02.33.2009,Margaluyu,MARGALUYU,MARGALUYU,43192,43392,43192,different,different,match,api_matches_odj,yes,no,
32.02.34.2001,Kebonpedes,KEBONPEDES,KEBONPEDES,43194,43394,43194,different,different,match,api_matches_odj,yes,no,
32.02.34.2002,Cikaret,CIKARET,CIKARET,43194,43394,43194,different,different,match,api_matches_odj,yes,no,
32.02.34.2003,Bojongsawah,BOJONGSAWAH,BOJONGSAWAH,43194,43394,43194,different,different,match,api_matches_odj,yes,no,
32.02.34.2004,Sasagaran,SASAGARAN,SASAGARAN,43194,43394,43194,different,different,match,api_matches_odj,yes,no,
32.02.34.2005,Jambenenggang,JAMBENENGGANG,JAMBENENGGANG,43194,43394,43194,different,different,match,api_matches_odj,yes,no,
32.02.35.2001,Cireunghas,CIREUNGHAS,CIREUNGHAS,43193,43393,43193,different,different,match,api_matches_odj,yes,no,
32.02.35.2002,Cipurut,CIPURUT,CIPURUT,43193,43393,43193,different,different,match,api_matches_odj,yes,no,
32.02.35.2003,Bencoy,BENCOY,BENCOY,43193,43393,43193,different,different,match,api_matches_odj,yes,no,
32.02.35.2004,Cikurutug,CIKURUTUG,CIKURUTUG,43193,43393,43193,different,different,match,api_matches_odj,yes,no,
32.02.35.2005,Tegalpanjang,TEGALPANJANG,TEGALPANJANG,43193,43393,43193,different,different,match,api_matches_odj,yes,no,
32.02.36.2001,Sukalarang,SUKALARANG,SUKALARANG,43191,43391,43191,different,different,match,api_matches_odj,yes,no,
32.02.36.2002,Sukamaju,SUKAMAJU,SUKAMAJU,43191,43391,43191,different,different,match,api_matches_odj,yes,no,
32.02.36.2003,Cimangkok,CIMANGKOK,CIMANGKOK,43191,43391,43191,different,different,match,api_matches_odj,yes,no,
32.02.36.2004,Titisan,TITISAN,TITISAN,43191,43391,43191,different,different,match,api_matches_odj,yes,no,
32.02.36.2005,Semplak,SEMPLAK,SEMPLAK,43191,43391,43191,different,different,match,api_matches_odj,yes,no,
32.02.36.2006,Prianganjaya,PRIANGANJAYA,PRIANGANJAYA,43191,43391,43191,different,different,match,api_matches_odj,yes,no,
32.02.37.2001,Pabuaran,PABUARAN,PABUARAN,43173,43373,42163,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.02.37.2002,Ciwalat,CIWALAT,CIWALAT,43173,43373,43173,different,different,match,api_matches_odj,yes,no,
32.02.37.2003,Sirnasari,SIRNASARI,SIRNASARI,43173,43373,43173,different,different,match,api_matches_odj,yes,no,
32.02.37.2004,Bantarsari,BANTARSARI,BANTARSARI,43173,43373,43173,different,different,match,api_matches_odj,yes,no,
32.02.37.2005,Sukajaya,SUKAJAYA,SUKAJAYA,43173,43341,43173,different,different,match,api_matches_odj,yes,no,
32.02.37.2006,Cibadak,CIBADAK,CIBADAK,43173,43373,43173,different,different,match,api_matches_odj,yes,no,
32.02.37.2007,Lembur Sawah,LEMBUR SAWAH,LEMBUR SAWAH,43173,43345,43373,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.02.38.2001,Purabaya,PURABAYA,PURABAYA,43187,43387,43187,different,different,match,api_matches_odj,yes,no,
32.02.38.2002,Neglasari,NEGLASARI,NEGLASARI,43187,43387,43187,different,different,match,api_matches_odj,yes,no,
32.02.38.2003,Pagelaran,PAGELARAN,PAGELARAN,43187,43387,43187,different,different,match,api_matches_odj,yes,no,
32.02.38.2004,Cimerang,CIMERANG,CIMERANG,43187,43387,43187,different,different,match,api_matches_odj,yes,no,
32.02.38.2005,Citamiang,CITAMIANG,CITAMIANG,43187,43144,43187,different,different,match,api_matches_odj,yes,no,
32.02.38.2006,Margaluyu,MARGALUYU,MARGALUYU,43187,43392,43187,different,different,match,api_matches_odj,yes,no,
32.02.38.2007,Cicukang,CICUKANG,CICUKANG,43187,43371,43187,different,different,match,api_matches_odj,yes,no,
32.02.39.2001,Nyalindung,NYALINDUNG,NYALINDUNG,43196,43396,43196,different,different,match,api_matches_odj,yes,no,
32.02.39.2002,Neglasari,NEGLASARI,NEGLASARI,43196,43396,43196,different,different,match,api_matches_odj,yes,no,
32.02.39.2003,Sukamaju,SUKAMAJU,SUKAMAJU,43196,43396,43196,different,different,match,api_matches_odj,yes,no,
32.02.39.2004,Bojongkalong,BOJONGKALONG,BOJONGKALONG,43196,43396,43196,different,different,match,api_matches_odj,yes,no,
32.02.39.2005,Cijangkar,CIJANGKAR,CIJANGKAR,43196,43396,43196,different,different,match,api_matches_odj,yes,no,
32.02.39.2006,Mekarsari,MEKARSARI,MEKARSARI,43196,43396,43196,different,different,match,api_matches_odj,yes,no,
32.02.39.2007,Wangunreja,WANGUNREJA,WANGUNREJA,43196,43396,43196,different,different,match,api_matches_odj,yes,no,
32.02.39.2008,Cisitu,CISITU,CISITU,43196,43396,43196,different,different,match,api_matches_odj,yes,no,
32.02.39.2009,Bojongsari,BOJONGSARI,BOJONGSARI,43196,43378,43196,different,different,match,api_matches_odj,yes,no,
32.02.39.2010,Kertaangsana,KERTAANGSANA,KERTAANGSANA,43196,43396,43196,different,different,match,api_matches_odj,yes,no,
32.02.40.2001,Gegerbitung,GEGERBITUNG,GEGERBITUNG,43197,43397,43197,different,different,match,api_matches_odj,yes,no,
32.02.40.2002,Cijurey,CIJUREY,CIJUREY,43197,43397,43197,different,different,match,api_matches_odj,yes,no,
32.02.40.2003,Ciengang,CIENGANG,CIENGANG,43197,43397,43197,different,different,match,api_matches_odj,yes,no,
32.02.40.2004,Karangjaya,KARANGJAYA,KARANGJAYA,43197,43397,43197,different,different,match,api_matches_odj,yes,no,
32.02.40.2005,Caringin,CARINGIN,CARINGIN,43154,43397,43154,different,different,match,api_matches_odj,yes,no,
32.02.40.2006,Sukamanah,SUKAMANAH,SUKAMANAH,43197,43397,43197,different,different,match,api_matches_odj,yes,no,
32.02.40.2007,Buniwangi,BUNIWANGI,BUNIWANGI,43197,43397,43197,different,different,match,api_matches_odj,yes,no,
32.02.41.2001,Sagaranten,SAGARANTEN,SAGARANTEN,43181,43381,43181,different,different,match,api_matches_odj,yes,no,
32.02.41.2002,Curugluhur,CURUGLUHUR,CURUGLUHUR,43181,43381,43181,different,different,match,api_matches_odj,yes,no,
32.02.41.2003,Cibaregbeg,CIBAREGBEG,CIBAREGBEG,43181,43381,43181,different,different,match,api_matches_odj,yes,no,
32.02.41.2004,Pasanggrahan,PASANGGRAHAN,PASANGGRAHAN,43181,43381,43181,different,different,match,api_matches_odj,yes,no,
32.02.41.2005,Datarnangka,DATARNANGKA,DATARNANGKA,43181,43381,43181,different,different,match,api_matches_odj,yes,no,
32.02.41.2006,Puncakmanggis,PUNCAKMANGGIS,PUNCAKMANGGIS,43181,43381,43181,different,different,match,api_matches_odj,yes,no,
32.02.41.2007,Hegarmanah,HEGARMANAH,HEGARMANAH,43181,43381,43181,different,different,match,api_matches_odj,yes,no,
32.02.41.2008,Gunungbentang (Gunung Bentang),GUNUNGBENTANG,GUNUNGBENTANG,43181,43381,43181,different,different,match,api_matches_odj,yes,yes,
