village_code,province_code,province_name,city_code,city_name,district_code,district_name,village_name,postal_code,postal_code_candidate,candidate_status,candidate_sources,postal_code_diskominfo,postal_code_open_data_jabar,postal_code_kodepos_dev,postal_candidates,verification_status,confidence,review_required,selected_reason,administrative_resolution_applied,former_village_code,source_village_codes,source_ids,source_rows,snapshot
32.02.37.2003,32,JAWA BARAT,32.02,KAB. SUKABUMI,32.02.37,PABUARAN,SIRNASARI,,43173,corroborated_by_two_sources,open_data_jabar_postal_2023;kodepos_dev_rest_api,43373,43173,43173,43173;43373,corroborated_candidate,medium,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.,no,,diskominfo:32.02.37.2003;open_data_jabar:32.02.37.2003;kodepos_dev:32.02.37.2003,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:744;open_data_jabar:18173;kodepos_dev:744,2026-08-11
32.02.37.2004,32,JAWA BARAT,32.02,KAB. SUKABUMI,32.02.37,PABUARAN,BANTARSARI,,43173,corroborated_by_two_sources,open_data_jabar_postal_2023;kodepos_dev_rest_api,43373,43173,43173,43173;43373,corroborated_candidate,medium,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.,no,,diskominfo:32.02.37.2004;open_data_jabar:32.02.37.2004;kodepos_dev:32.02.37.2004,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:745;open_data_jabar:18174;kodepos_dev:745,2026-08-11
32.02.37.2005,32,JAWA BARAT,32.02,KAB. SUKABUMI,32.02.37,PABUARAN,SUKAJAYA,,43173,corroborated_by_two_sources,open_data_jabar_postal_2023;kodepos_dev_rest_api,43341,43173,43173,43173;43341,corroborated_candidate,medium,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.,no,,diskominfo:32.02.37.2005;open_data_jabar:32.02.37.2005;kodepos_dev:32.02.37.2005,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:746;open_data_jabar:18175;kodepos_dev:746,2026-08-11
32.02.37.2006,32,JAWA BARAT,32.02,KAB. SUKABUMI,32.02.37,PABUARAN,CIBADAK,,43173,corroborated_by_two_sources,open_data_jabar_postal_2023;kodepos_dev_rest_api,43373,43173,43173,43173;43373,corroborated_candidate,medium,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.,no,,diskominfo:32.02.37.2006;open_data_jabar:32.02.37.2006;kodepos_dev:32.02.37.2006,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:747;open_data_jabar:18176;kodepos_dev:747,2026-08-11
32.02.37.2007,32,JAWA BARAT,32.02,KAB. SUKABUMI,32.02.37,PABUARAN,LEMBUR SAWAH,,,,,43345,43373,43173,43173;43345;43373,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.02.37.2007;open_data_jabar:32.02.37.2007;kodepos_dev:32.02.37.2007,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:748;open_data_jabar:18177;kodepos_dev:748,2026-08-11
32.02.38.2001,32,JAWA BARAT,32.02,KAB. SUKABUMI,32.02.38,PURABAYA,PURABAYA,,43187,corroborated_by_two_sources,open_data_jabar_postal_2023;kodepos_dev_rest_api,43387,43187,43187,43187;43387,corroborated_candidate,medium,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.,no,,diskominfo:32.02.38.2001;open_data_jabar:32.02.38.2001;kodepos_dev:32.02.38.2001,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:749;open_data_jabar:18178;kodepos_dev:749,2026-08-11
32.02.38.2002,32,JAWA BARAT,32.02,KAB. SUKABUMI,32.02.38,PURABAYA,NEGLASARI,,43187,corroborated_by_two_sources,open_data_jabar_postal_2023;kodepos_dev_rest_api,43387,43187,43187,43187;43387,corroborated_candidate,medium,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.,no,,diskominfo:32.02.38.2002;open_data_jabar:32.02.38.2002;kodepos_dev:32.02.38.2002,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:750;open_data_jabar:18179;kodepos_dev:750,2026-08-11
32.02.38.2003,32,JAWA BARAT,32.02,KAB. SUKABUMI,32.02.38,PURABAYA,PAGELARAN,,43187,corroborated_by_two_sources,open_data_jabar_postal_2023;kodepos_dev_rest_api,43387,43187,43187,43187;43387,corroborated_candidate,medium,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.,no,,diskominfo:32.02.38.2003;open_data_jabar:32.02.38.2003;kodepos_dev:32.02.38.2003,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:751;open_data_jabar:18180;kodepos_dev:751,2026-08-11
32.02.38.2004,32,JAWA BARAT,32.02,KAB. SUKABUMI,32.02.38,PURABAYA,CIMERANG,,43187,corroborated_by_two_sources,open_data_jabar_postal_2023;kodepos_dev_rest_api,43387,43187,43187,43187;43387,corroborated_candidate,medium,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.,no,,diskominfo:32.02.38.2004;open_data_jabar:32.02.38.2004;kodepos_dev:32.02.38.2004,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:752;open_data_jabar:18182;kodepos_dev:752,2026-08-11
32.02.38.2005,32,JAWA BARAT,32.02,KAB. SUKABUMI,32.02.38,PURABAYA,CITAMIANG,,43187,corroborated_by_two_sources,open_data_jabar_postal_2023;kodepos_dev_rest_api,43144,43187,43187,43144;43187,corroborated_candidate,medium,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.,no,,diskominfo:32.02.38.2005;open_data_jabar:32.02.38.2005;kodepos_dev:32.02.38.2005,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:753;open_data_jabar:18183;kodepos_dev:753,2026-08-11
32.02.38.2006,32,JAWA BARAT,32.02,KAB. SUKABUMI,32.02.38,PURABAYA,MARGALUYU,,43187,corroborated_by_two_sources,open_data_jabar_postal_2023;kodepos_dev_rest_api,43392,43187,43187,43187;43392,corroborated_candidate,medium,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.,no,,diskominfo:32.02.38.2006;open_data_jabar:32.02.38.2006;kodepos_dev:32.02.38.2006,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:754;open_data_jabar:18184;kodepos_dev:754,2026-08-11
32.02.38.2007,32,JAWA BARAT,32.02,KAB. SUKABUMI,32.02.38,PURABAYA,CICUKANG,,43187,corroborated_by_two_sources,open_data_jabar_postal_2023;kodepos_dev_rest_api,43371,43187,43187,43187;43371,corroborated_candidate,medium,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.,no,,diskominfo:32.02.38.2007;open_data_jabar:32.02.38.2007;kodepos_dev:32.02.38.2007,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:755;open_data_jabar:18185;kodepos_dev:755,2026-08-11
32.02.39.2001,32,JAWA BARAT,32.02,KAB. SUKABUMI,32.02.39,NYALINDUNG,NYALINDUNG,,43196,corroborated_by_two_sources,open_data_jabar_postal_2023;kodepos_dev_rest_api,43396,43196,43196,43196;43396,corroborated_candidate,medium,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.,no,,diskominfo:32.02.39.2001;open_data_jabar:32.02.39.2001;kodepos_dev:32.02.39.2001,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:756;open_data_jabar:18186;kodepos_dev:756,2026-08-11
32.02.39.2002,32,JAWA BARAT,32.02,KAB. SUKABUMI,32.02.39,NYALINDUNG,NEGLASARI,,43196,corroborated_by_two_sources,open_data_jabar_postal_2023;kodepos_dev_rest_api,43396,43196,43196,43196;43396,corroborated_candidate,medium,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.,no,,diskominfo:32.02.39.2002;open_data_jabar:32.02.39.2002;kodepos_dev:32.02.39.2002,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:757;open_data_jabar:18187;kodepos_dev:757,2026-08-11
32.02.39.2003,32,JAWA BARAT,32.02,KAB. SUKABUMI,32.02.39,NYALINDUNG,SUKAMAJU,,43196,corroborated_by_two_sources,open_data_jabar_postal_2023;kodepos_dev_rest_api,43396,43196,43196,43196;43396,corroborated_candidate,medium,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.,no,,diskominfo:32.02.39.2003;open_data_jabar:32.02.39.2003;kodepos_dev:32.02.39.2003,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:758;open_data_jabar:18188;kodepos_dev:758,2026-08-11
32.02.39.2004,32,JAWA BARAT,32.02,KAB. SUKABUMI,32.02.39,NYALINDUNG,BOJONGKALONG,,43196,corroborated_by_two_sources,open_data_jabar_postal_2023;kodepos_dev_rest_api,43396,43196,43196,43196;43396,corroborated_candidate,medium,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.,no,,diskominfo:32.02.39.2004;open_data_jabar:32.02.39.2004;kodepos_dev:32.02.39.2004,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:759;open_data_jabar:18189;kodepos_dev:759,2026-08-11
32.02.39.2005,32,JAWA BARAT,32.02,KAB. SUKABUMI,32.02.39,NYALINDUNG,CIJANGKAR,,43196,corroborated_by_two_sources,open_data_jabar_postal_2023;kodepos_dev_rest_api,43396,43196,43196,43196;43396,corroborated_candidate,medium,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.,no,,diskominfo:32.02.39.2005;open_data_jabar:32.02.39.2005;kodepos_dev:32.02.39.2005,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:760;open_data_jabar:18190;kodepos_dev:760,2026-08-11
32.02.39.2006,32,JAWA BARAT,32.02,KAB. SUKABUMI,32.02.39,NYALINDUNG,MEKARSARI,,43196,corroborated_by_two_sources,open_data_jabar_postal_2023;kodepos_dev_rest_api,43396,43196,43196,43196;43396,corroborated_candidate,medium,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.,no,,diskominfo:32.02.39.2006;open_data_jabar:32.02.39.2006;kodepos_dev:32.02.39.2006,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:761;open_data_jabar:18191;kodepos_dev:761,2026-08-11
32.02.39.2007,32,JAWA BARAT,32.02,KAB. SUKABUMI,32.02.39,NYALINDUNG,WANGUNREJA,,43196,corroborated_by_two_sources,open_data_jabar_postal_2023;kodepos_dev_rest_api,43396,43196,43196,43196;43396,corroborated_candidate,medium,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.,no,,diskominfo:32.02.39.2007;open_data_jabar:32.02.39.2007;kodepos_dev:32.02.39.2007,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:762;open_data_jabar:18193;kodepos_dev:762,2026-08-11
32.02.39.2008,32,JAWA BARAT,32.02,KAB. SUKABUMI,32.02.39,NYALINDUNG,CISITU,,43196,corroborated_by_two_sources,open_data_jabar_postal_2023;kodepos_dev_rest_api,43396,43196,43196,43196;43396,corroborated_candidate,medium,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.,no,,diskominfo:32.02.39.2008;open_data_jabar:32.02.39.2008;kodepos_dev:32.02.39.2008,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:763;open_data_jabar:18194;kodepos_dev:763,2026-08-11
32.02.39.2009,32,JAWA BARAT,32.02,KAB. SUKABUMI,32.02.39,NYALINDUNG,BOJONGSARI,,43196,corroborated_by_two_sources,open_data_jabar_postal_2023;kodepos_dev_rest_api,43378,43196,43196,43196;43378,corroborated_candidate,medium,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.,no,,diskominfo:32.02.39.2009;open_data_jabar:32.02.39.2009;kodepos_dev:32.02.39.2009,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:764;open_data_jabar:18195;kodepos_dev:764,2026-08-11
32.02.39.2010,32,JAWA BARAT,32.02,KAB. SUKABUMI,32.02.39,NYALINDUNG,KERTAANGSANA,,43196,corroborated_by_two_sources,open_data_jabar_postal_2023;kodepos_dev_rest_api,43396,43196,43196,43196;43396,corroborated_candidate,medium,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.,no,,diskominfo:32.02.39.2010;open_data_jabar:32.02.39.2010;kodepos_dev:32.02.39.2010,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:765;open_data_jabar:18196;kodepos_dev:765,2026-08-11
32.02.40.2001,32,JAWA BARAT,32.02,KAB. SUKABUMI,32.02.40,GEGERBITUNG,GEGERBITUNG,,43197,corroborated_by_two_sources,open_data_jabar_postal_2023;kodepos_dev_rest_api,43397,43197,43197,43197;43397,corroborated_candidate,medium,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.,no,,diskominfo:32.02.40.2001;open_data_jabar:32.02.40.2001;kodepos_dev:32.02.40.2001,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:766;open_data_jabar:18197;kodepos_dev:766,2026-08-11
32.02.40.2002,32,JAWA BARAT,32.02,KAB. SUKABUMI,32.02.40,GEGERBITUNG,CIJUREY,,43197,corroborated_by_two_sources,open_data_jabar_postal_2023;kodepos_dev_rest_api,43397,43197,43197,43197;43397,corroborated_candidate,medium,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.,no,,diskominfo:32.02.40.2002;open_data_jabar:32.02.40.2002;kodepos_dev:32.02.40.2002,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:767;open_data_jabar:18198;kodepos_dev:767,2026-08-11
32.02.40.2003,32,JAWA BARAT,32.02,KAB. SUKABUMI,32.02.40,GEGERBITUNG,CIENGANG,,43197,corroborated_by_two_sources,open_data_jabar_postal_2023;kodepos_dev_rest_api,43397,43197,43197,43197;43397,corroborated_candidate,medium,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.,no,,diskominfo:32.02.40.2003;open_data_jabar:32.02.40.2003;kodepos_dev:32.02.40.2003,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:768;open_data_jabar:18199;kodepos_dev:768,2026-08-11
32.02.40.2004,32,JAWA BARAT,32.02,KAB. SUKABUMI,32.02.40,GEGERBITUNG,KARANGJAYA,,43197,corroborated_by_two_sources,open_data_jabar_postal_2023;kodepos_dev_rest_api,43397,43197,43197,43197;43397,corroborated_candidate,medium,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.,no,,diskominfo:32.02.40.2004;open_data_jabar:32.02.40.2004;kodepos_dev:32.02.40.2004,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:769;open_data_jabar:18200;kodepos_dev:769,2026-08-11
32.02.40.2005,32,JAWA BARAT,32.02,KAB. SUKABUMI,32.02.40,GEGERBITUNG,CARINGIN,,43154,corroborated_by_two_sources,open_data_jabar_postal_2023;kodepos_dev_rest_api,43397,43154,43154,43154;43397,corroborated_candidate,medium,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.,no,,diskominfo:32.02.40.2005;open_data_jabar:32.02.40.2005;kodepos_dev:32.02.40.2005,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:770;open_data_jabar:18201;kodepos_dev:770,2026-08-11
32.02.40.2006,32,JAWA BARAT,32.02,KAB. SUKABUMI,32.02.40,GEGERBITUNG,SUKAMANAH,,43197,corroborated_by_two_sources,open_data_jabar_postal_2023;kodepos_dev_rest_api,43397,43197,43197,43197;43397,corroborated_candidate,medium,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.,no,,diskominfo:32.02.40.2006;open_data_jabar:32.02.40.2006;kodepos_dev:32.02.40.2006,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:771;open_data_jabar:18202;kodepos_dev:771,2026-08-11
32.02.40.2007,32,JAWA BARAT,32.02,KAB. SUKABUMI,32.02.40,GEGERBITUNG,BUNIWANGI,,43197,corroborated_by_two_sources,open_data_jabar_postal_2023;kodepos_dev_rest_api,43397,43197,43197,43197;43397,corroborated_candidate,medium,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.,no,,diskominfo:32.02.40.2007;open_data_jabar:32.02.40.2007;kodepos_dev:32.02.40.2007,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:772;open_data_jabar:18204;kodepos_dev:772,2026-08-11
32.02.41.2001,32,JAWA BARAT,32.02,KAB. SUKABUMI,32.02.41,SAGARANTEN,SAGARANTEN,,43181,corroborated_by_two_sources,open_data_jabar_postal_2023;kodepos_dev_rest_api,43381,43181,43181,43181;43381,corroborated_candidate,medium,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.,no,,diskominfo:32.02.41.2001;open_data_jabar:32.02.41.2001;kodepos_dev:32.02.41.2001,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:773;open_data_jabar:18205;kodepos_dev:773,2026-08-11
32.02.41.2002,32,JAWA BARAT,32.02,KAB. SUKABUMI,32.02.41,SAGARANTEN,CURUGLUHUR,,43181,corroborated_by_two_sources,open_data_jabar_postal_2023;kodepos_dev_rest_api,43381,43181,43181,43181;43381,corroborated_candidate,medium,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.,no,,diskominfo:32.02.41.2002;open_data_jabar:32.02.41.2002;kodepos_dev:32.02.41.2002,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:774;open_data_jabar:18206;kodepos_dev:774,2026-08-11
32.02.41.2003,32,JAWA BARAT,32.02,KAB. SUKABUMI,32.02.41,SAGARANTEN,CIBAREGBEG,,43181,corroborated_by_two_sources,open_data_jabar_postal_2023;kodepos_dev_rest_api,43381,43181,43181,43181;43381,corroborated_candidate,medium,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.,no,,diskominfo:32.02.41.2003;open_data_jabar:32.02.41.2003;kodepos_dev:32.02.41.2003,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:775;open_data_jabar:18207;kodepos_dev:775,2026-08-11
32.02.41.2004,32,JAWA BARAT,32.02,KAB. SUKABUMI,32.02.41,SAGARANTEN,PASANGGRAHAN,,43181,corroborated_by_two_sources,open_data_jabar_postal_2023;kodepos_dev_rest_api,43381,43181,43181,43181;43381,corroborated_candidate,medium,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.,no,,diskominfo:32.02.41.2004;open_data_jabar:32.02.41.2004;kodepos_dev:32.02.41.2004,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:776;open_data_jabar:18208;kodepos_dev:776,2026-08-11
32.02.41.2005,32,JAWA BARAT,32.02,KAB. SUKABUMI,32.02.41,SAGARANTEN,DATARNANGKA,,43181,corroborated_by_two_sources,open_data_jabar_postal_2023;kodepos_dev_rest_api,43381,43181,43181,43181;43381,corroborated_candidate,medium,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.,no,,diskominfo:32.02.41.2005;open_data_jabar:32.02.41.2005;kodepos_dev:32.02.41.2005,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:777;open_data_jabar:18209;kodepos_dev:777,2026-08-11
32.02.41.2006,32,JAWA BARAT,32.02,KAB. SUKABUMI,32.02.41,SAGARANTEN,PUNCAKMANGGIS,,43181,corroborated_by_two_sources,open_data_jabar_postal_2023;kodepos_dev_rest_api,43381,43181,43181,43181;43381,corroborated_candidate,medium,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.,no,,diskominfo:32.02.41.2006;open_data_jabar:32.02.41.2006;kodepos_dev:32.02.41.2006,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:778;open_data_jabar:18210;kodepos_dev:778,2026-08-11
32.02.41.2007,32,JAWA BARAT,32.02,KAB. SUKABUMI,32.02.41,SAGARANTEN,HEGARMANAH,,43181,corroborated_by_two_sources,open_data_jabar_postal_2023;kodepos_dev_rest_api,43381,43181,43181,43181;43381,corroborated_candidate,medium,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.,no,,diskominfo:32.02.41.2007;open_data_jabar:32.02.41.2007;kodepos_dev:32.02.41.2007,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:779;open_data_jabar:18211;kodepos_dev:779,2026-08-11
32.02.41.2008,32,JAWA BARAT,32.02,KAB. SUKABUMI,32.02.41,SAGARANTEN,GUNUNGBENTANG,,43181,corroborated_by_two_sources,open_data_jabar_postal_2023;kodepos_dev_rest_api,43381,43181,43181,43181;43381,corroborated_candidate,medium,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.,no,,diskominfo:32.02.41.2008;open_data_jabar:32.02.41.2008;kodepos_dev:32.02.41.2008,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:780;open_data_jabar:18212;kodepos_dev:780,2026-08-11
32.02.41.2009,32,JAWA BARAT,32.02,KAB. SUKABUMI,32.02.41,SAGARANTEN,SINARBENTANG,,43181,corroborated_by_two_sources,open_data_jabar_postal_2023;kodepos_dev_rest_api,43381,43181,43181,43181;43381,corroborated_candidate,medium,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.,no,,diskominfo:32.02.41.2009;open_data_jabar:32.02.41.2009;kodepos_dev:32.02.41.2009,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:781;open_data_jabar:18213;kodepos_dev:781,2026-08-11
32.02.41.2010,32,JAWA BARAT,32.02,KAB. SUKABUMI,32.02.41,SAGARANTEN,CIBITUNG,,43181,corroborated_by_two_sources,open_data_jabar_postal_2023;kodepos_dev_rest_api,43381,43181,43181,43181;43381,corroborated_candidate,medium,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.,no,,diskominfo:32.02.41.2010;open_data_jabar:32.02.41.2010;kodepos_dev:32.02.41.2010,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:782;open_data_jabar:18215;kodepos_dev:782,2026-08-11
32.02.41.2011,32,JAWA BARAT,32.02,KAB. SUKABUMI,32.02.41,SAGARANTEN,MARGALUYU,,43181,corroborated_by_two_sources,open_data_jabar_postal_2023;kodepos_dev_rest_api,43381,43181,43181,43181;43381,corroborated_candidate,medium,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.,no,,diskominfo:32.02.41.2011;open_data_jabar:32.02.41.2011;kodepos_dev:32.02.41.2011,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:783;open_data_jabar:18216;kodepos_dev:783,2026-08-11
32.02.41.2012,32,JAWA BARAT,32.02,KAB. SUKABUMI,32.02.41,SAGARANTEN,MEKARSARI,,43181,corroborated_by_two_sources,open_data_jabar_postal_2023;kodepos_dev_rest_api,43381,43181,43181,43181;43381,corroborated_candidate,medium,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.,no,,diskominfo:32.02.41.2012;open_data_jabar:32.02.41.2012;kodepos_dev:32.02.41.2012,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:784;open_data_jabar:18217;kodepos_dev:784,2026-08-11
32.02.42.2001,32,JAWA BARAT,32.02,KAB. SUKABUMI,32.02.42,CURUGKEMBAR,CURUGKEMBAR,,43182,corroborated_by_two_sources,open_data_jabar_postal_2023;kodepos_dev_rest_api,43382,43182,43182,43182;43382,corroborated_candidate,medium,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.,no,,diskominfo:32.02.42.2001;open_data_jabar:32.02.42.2001;kodepos_dev:32.02.42.2001,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:785;open_data_jabar:18218;kodepos_dev:785,2026-08-11
32.02.42.2002,32,JAWA BARAT,32.02,KAB. SUKABUMI,32.02.42,CURUGKEMBAR,CIMENTENG,,43182,corroborated_by_two_sources,open_data_jabar_postal_2023;kodepos_dev_rest_api,43382,43182,43182,43182;43382,corroborated_candidate,medium,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.,no,,diskominfo:32.02.42.2002;open_data_jabar:32.02.42.2002;kodepos_dev:32.02.42.2002,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:786;open_data_jabar:18219;kodepos_dev:786,2026-08-11
32.02.42.2003,32,JAWA BARAT,32.02,KAB. SUKABUMI,32.02.42,CURUGKEMBAR,TANJUNGSARI,,43182,corroborated_by_two_sources,open_data_jabar_postal_2023;kodepos_dev_rest_api,43382,43182,43182,43182;43382,corroborated_candidate,medium,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.,no,,diskominfo:32.02.42.2003;open_data_jabar:32.02.42.2003;kodepos_dev:32.02.42.2003,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:787;open_data_jabar:18220;kodepos_dev:787,2026-08-11
32.02.42.2004,32,JAWA BARAT,32.02,KAB. SUKABUMI,32.02.42,CURUGKEMBAR,SINDANGRAJA,,43182,corroborated_by_two_sources,open_data_jabar_postal_2023;kodepos_dev_rest_api,43382,43182,43182,43182;43382,corroborated_candidate,medium,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.,no,,diskominfo:32.02.42.2004;open_data_jabar:32.02.42.2004;kodepos_dev:32.02.42.2004,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:788;open_data_jabar:18221;kodepos_dev:788,2026-08-11
32.02.42.2005,32,JAWA BARAT,32.02,KAB. SUKABUMI,32.02.42,CURUGKEMBAR,MEKARTANJUNG,,43182,corroborated_by_two_sources,open_data_jabar_postal_2023;kodepos_dev_rest_api,43382,43182,43182,43182;43382,corroborated_candidate,medium,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.,no,,diskominfo:32.02.42.2005;open_data_jabar:32.02.42.2005;kodepos_dev:32.02.42.2005,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:789;open_data_jabar:18222;kodepos_dev:789,2026-08-11
